time_step,clock_time,agent_id,agent_name,urgency_level,urgency_score,safety_assessment,fire_proximity,smoke_proximity,visibility_impact,time_since_awareness,primary_factors
0,08:00,0,Isabello Rodriguez,low,0.04000000000000001,safe,9,,normal,,
0,08:00,1,Klaus Mueller,low,0.06,safe,9,,normal,,
1,08:00,0,Isabello Rodriguez,low,0.04000000000000001,safe,9,,normal,,
1,08:00,1,Klaus Mueller,low,0.06,safe,9,,normal,,
2,08:01,0,Isabello Rodriguez,low,0.04000000000000001,safe,9,,normal,,
2,08:01,1,Klaus Mueller,low,0.06,safe,9,,normal,,
3,08:02,0,Isabello Rodriguez,low,0.04000000000000001,safe,9,,normal,,
3,08:02,1,Klaus Mueller,low,0.06,safe,9,,normal,,
4,08:02,0,Isabello Rodriguez,low,0.04000000000000001,safe,9,,normal,,
4,08:02,1,Klaus Mueller,low,0.06,safe,9,,normal,,
5,08:03,0,Isabello Rodriguez,low,0.04000000000000001,safe,9,,normal,,
5,08:03,1,Klaus Mueller,low,0.06,safe,9,,normal,,
6,08:04,0,Isabello Rodriguez,low,0.08000000000000002,safe,9,,normal,,
6,08:04,1,Klaus Mueller,low,0.12,safe,9,,normal,,
7,08:04,0,Isabello Rodriguez,low,0.08000000000000002,safe,9,,normal,,
7,08:04,1,Klaus Mueller,low,0.12,safe,9,,normal,,
8,08:05,0,Isabello Rodriguez,low,0.08000000000000002,safe,9,,normal,,
8,08:05,1,Klaus Mueller,low,0.12,safe,9,,normal,,
9,08:06,0,Isabello Rodriguez,low,0.08000000000000002,safe,9,,normal,,
9,08:06,1,Klaus Mueller,low,0.12,safe,9,,normal,,
10,08:06,0,Isabello Rodriguez,low,0.08000000000000002,safe,9,,normal,,
10,08:06,1,Klaus Mueller,low,0.12,safe,9,,normal,,
11,08:07,0,Isabello Rodriguez,low,0.16000000000000003,safe,10,8,normal,,
11,08:07,1,Klaus Mueller,low,0.24,safe,10,8,normal,,
12,08:08,0,Isabello Rodriguez,low,0.16000000000000003,safe,9,7,normal,,
12,08:08,1,Klaus Mueller,low,0.24,safe,11,9,normal,,
13,08:08,0,Isabello Rodriguez,low,0.16000000000000003,safe,8,6,normal,,
13,08:08,1,Klaus Mueller,low,0.24,safe,12,10,normal,,
14,08:09,0,Isabello Rodriguez,low,0.16000000000000003,safe,7,5,normal,,
14,08:09,1,Klaus Mueller,low,0.24,safe,13,11,normal,,
15,08:10,0,Isabello Rodriguez,low,0.27999999999999997,safe,6,4,normal,,smoke_nearby
15,08:10,1,Klaus Mueller,low,0.24,safe,14,12,normal,,
16,08:10,0,Isabello Rodriguez,medium,0.32000000000000006,at_risk,5,3,slightly_reduced,,smoke_nearby
16,08:10,1,Klaus Mueller,low,0.24,safe,15,13,normal,,
17,08:11,0,Isabello Rodriguez,medium,0.4,at_risk,4,3,slightly_reduced,0,"close_to_fire, smoke_nearby"
17,08:11,1,Klaus Mueller,low,0.24,safe,16,14,normal,,
18,08:12,0,Isabello Rodriguez,medium,0.32000000000000006,at_risk,5,3,slightly_reduced,1,smoke_nearby
18,08:12,1,Klaus Mueller,low,0.24,safe,15,13,normal,,
19,08:12,0,Isabello Rodriguez,low,0.27999999999999997,safe,6,4,normal,2,smoke_nearby
19,08:12,1,Klaus Mueller,low,0.24,safe,16,14,normal,,
20,08:13,0,Isabello Rodriguez,low,0.2,safe,7,5,normal,3,
20,08:13,1,Klaus Mueller,low,0.24,safe,17,15,normal,,
21,08:14,0,Isabello Rodriguez,low,0.24000000000000005,safe,8,6,normal,4,
21,08:14,1,Klaus Mueller,medium,0.3,at_risk,18,16,normal,,
22,08:14,0,Isabello Rodriguez,low,0.24000000000000005,safe,9,7,normal,5,
22,08:14,1,Klaus Mueller,medium,0.3,at_risk,19,17,normal,,
23,08:15,0,Isabello Rodriguez,low,0.2,safe,10,8,normal,6,
23,08:15,1,Klaus Mueller,medium,0.3,at_risk,18,16,normal,,
24,08:16,0,Isabello Rodriguez,low,0.2,safe,11,9,normal,7,
24,08:16,1,Klaus Mueller,medium,0.3,at_risk,17,15,normal,,
25,08:16,0,Isabello Rodriguez,low,0.2,safe,12,10,normal,8,
25,08:16,1,Klaus Mueller,medium,0.3,at_risk,16,14,normal,,
26,08:17,0,Isabello Rodriguez,low,0.2,safe,13,11,normal,9,
26,08:17,1,Klaus Mueller,medium,0.3,at_risk,17,15,normal,,
27,08:18,0,Isabello Rodriguez,low,0.2,safe,14,12,normal,10,
27,08:18,1,Klaus Mueller,medium,0.3,at_risk,16,14,normal,,
28,08:18,0,Isabello Rodriguez,low,0.2,safe,15,13,normal,11,
28,08:18,1,Klaus Mueller,medium,0.3,at_risk,15,13,normal,,
29,08:19,0,Isabello Rodriguez,low,0.2,safe,14,12,normal,12,
29,08:19,1,Klaus Mueller,medium,0.3,at_risk,14,12,normal,,
