time_step,clock_time,agent_id,agent_name,urgency_level,urgency_score,safety_assessment,fire_proximity,smoke_proximity,visibility_impact,time_since_awareness,primary_factors
0,08:00,0,Isabella Rodriguez,low,0.04000000000000001,safe,12,,normal,,
0,08:00,1,Klaus Mueller,low,0.06,safe,40,,normal,,
1,08:00,0,Isabella Rodriguez,low,0.08000000000000002,safe,12,11,normal,,
1,08:00,1,Klaus Mueller,low,0.12,safe,39,38,normal,,
2,08:01,0,Isabella Rodriguez,low,0.08000000000000002,safe,12,11,normal,,
2,08:01,1,Klaus Mueller,low,0.12,safe,40,39,normal,,
3,08:02,0,Isabella Rodriguez,low,0.08000000000000002,safe,11,11,normal,,
3,08:02,1,Klaus Mueller,low,0.12,safe,40,40,normal,,
4,08:02,0,Isabella Rodriguez,low,0.08000000000000002,safe,11,11,normal,,
4,08:02,1,Klaus Mueller,low,0.12,safe,39,39,normal,,
5,08:03,0,Isabella Rodriguez,low,0.08000000000000002,safe,11,11,normal,,
5,08:03,1,Klaus Mueller,low,0.12,safe,38,38,normal,,
6,08:04,0,Isabella Rodriguez,low,0.12000000000000002,safe,11,11,normal,,
6,08:04,1,Klaus Mueller,low,0.18000000000000002,safe,39,39,normal,,
7,08:04,0,Isabella Rodriguez,low,0.12000000000000002,safe,11,10,normal,,
7,08:04,1,Klaus Mueller,low,0.18000000000000002,safe,38,37,normal,,
8,08:05,0,Isabella Rodriguez,low,0.12000000000000002,safe,11,10,normal,,
8,08:05,1,Klaus Mueller,low,0.18000000000000002,safe,39,38,normal,,
9,08:06,0,Isabella Rodriguez,low,0.12000000000000002,safe,9,10,normal,,
9,08:06,1,Klaus Mueller,low,0.18000000000000002,safe,36,37,normal,,
10,08:06,0,Isabella Rodriguez,low,0.12000000000000002,safe,9,9,normal,,
10,08:06,1,Klaus Mueller,low,0.18000000000000002,safe,37,37,normal,,
11,08:07,0,Isabella Rodriguez,low,0.16000000000000003,safe,8,9,normal,,
11,08:07,1,Klaus Mueller,low,0.24,safe,35,36,normal,,
12,08:08,0,Isabella Rodriguez,low,0.2,safe,8,8,normal,,
12,08:08,1,Klaus Mueller,low,0.24,safe,36,36,normal,,
13,08:08,0,Isabella Rodriguez,low,0.24000000000000005,safe,8,8,normal,,multiple_fire_sources
13,08:08,1,Klaus Mueller,low,0.24,safe,35,35,normal,,
14,08:09,0,Isabella Rodriguez,low,0.24000000000000005,safe,8,8,normal,,multiple_fire_sources
14,08:09,1,Klaus Mueller,low,0.24,safe,36,36,normal,,
15,08:10,0,Isabella Rodriguez,low,0.24000000000000005,safe,7,8,normal,,multiple_fire_sources
15,08:10,1,Klaus Mueller,low,0.24,safe,34,35,normal,,
16,08:10,0,Isabella Rodriguez,low,0.24000000000000005,safe,7,8,normal,,multiple_fire_sources
16,08:10,1,Klaus Mueller,low,0.24,safe,35,36,normal,,
17,08:11,0,Isabella Rodriguez,low,0.27999999999999997,safe,6,8,normal,,multiple_fire_sources
17,08:11,1,Klaus Mueller,low,0.24,safe,33,35,normal,,
18,08:12,0,Isabella Rodriguez,low,0.27999999999999997,safe,6,8,normal,,multiple_fire_sources
18,08:12,1,Klaus Mueller,low,0.24,safe,34,36,normal,,
19,08:12,0,Isabella Rodriguez,low,0.27999999999999997,safe,6,6,normal,,multiple_fire_sources
19,08:12,1,Klaus Mueller,low,0.24,safe,33,33,normal,,
20,08:13,0,Isabella Rodriguez,medium,0.44000000000000006,at_risk,4,3,slightly_reduced,0,"close_to_fire, smoke_nearby, multiple_fire_sources"
20,08:13,1,Klaus Mueller,low,0.24,safe,33,32,normal,,
21,08:14,0,Isabella Rodriguez,medium,0.4800000000000001,at_risk,3,4,slightly_reduced,1,"close_to_fire, smoke_nearby, multiple_fire_sources"
21,08:14,1,Klaus Mueller,medium,0.3,at_risk,30,31,normal,,
22,08:14,0,Isabella Rodriguez,medium,0.52,at_risk,4,2,slightly_reduced,2,"close_to_fire, surrounded_by_smoke, multiple_fire_sources"
22,08:14,1,Klaus Mueller,medium,0.3,at_risk,31,29,normal,,
23,08:15,0,Isabella Rodriguez,medium,0.4,at_risk,5,3,slightly_reduced,3,"smoke_nearby, multiple_fire_sources"
23,08:15,1,Klaus Mueller,medium,0.3,at_risk,32,30,normal,,
24,08:16,0,Isabella Rodriguez,medium,0.3600000000000001,at_risk,6,4,normal,4,"smoke_nearby, multiple_fire_sources"
24,08:16,1,Klaus Mueller,medium,0.3,at_risk,31,29,normal,,
25,08:16,0,Isabella Rodriguez,low,0.27999999999999997,safe,7,5,normal,5,multiple_fire_sources
25,08:16,1,Klaus Mueller,medium,0.3,at_risk,30,28,normal,,
26,08:17,0,Isabella Rodriguez,low,0.24000000000000005,safe,8,6,normal,6,
26,08:17,1,Klaus Mueller,medium,0.3,at_risk,31,29,normal,,
27,08:18,0,Isabella Rodriguez,low,0.2,safe,9,7,normal,7,
27,08:18,1,Klaus Mueller,medium,0.3,at_risk,32,30,normal,,
28,08:18,0,Isabella Rodriguez,low,0.2,safe,10,8,normal,8,
