time_step,clock_time,agent_id,agent_name,urgency_level,urgency_score,safety_assessment,fire_proximity,smoke_proximity,visibility_impact,time_since_awareness,primary_factors
0,08:00,0,Isabella Rodriguez,low,0.04000000000000001,safe,12,,normal,,
0,08:00,1,Klaus Mueller,low,0.06,safe,40,,normal,,
1,08:00,0,Isabella Rodriguez,low,0.08000000000000002,safe,12,11,normal,,
1,08:00,1,Klaus Mueller,low,0.12,safe,39,38,normal,,
2,08:01,0,Isabella Rodriguez,low,0.08000000000000002,safe,12,11,normal,,
2,08:01,1,Klaus Mueller,low,0.12,safe,40,39,normal,,
3,08:02,0,Isabella Rodriguez,low,0.08000000000000002,safe,12,11,normal,,
3,08:02,1,Klaus Mueller,low,0.12,safe,41,40,normal,,
4,08:02,0,Isabella Rodriguez,low,0.08000000000000002,safe,12,11,normal,,
4,08:02,1,Klaus Mueller,low,0.12,safe,40,39,normal,,
5,08:03,0,Isabella Rodriguez,low,0.08000000000000002,safe,12,11,normal,,
5,08:03,1,Klaus Mueller,low,0.12,safe,39,38,normal,,
6,08:04,0,Isabella Rodriguez,low,0.12000000000000002,safe,12,11,normal,,
6,08:04,1,Klaus Mueller,low,0.18000000000000002,safe,40,39,normal,,
7,08:04,0,Isabella Rodriguez,low,0.12000000000000002,safe,12,11,normal,,
7,08:04,1,Klaus Mueller,low,0.18000000000000002,safe,39,38,normal,,
8,08:05,0,Isabella Rodriguez,low,0.12000000000000002,safe,12,11,normal,,
8,08:05,1,Klaus Mueller,low,0.18000000000000002,safe,40,39,normal,,
9,08:06,0,Isabella Rodriguez,low,0.12000000000000002,safe,12,11,normal,,
9,08:06,1,Klaus Mueller,low,0.18000000000000002,safe,39,38,normal,,
