time_step,clock_time,agent_id,agent_name,urgency_level,urgency_score,safety_assessment,fire_proximity,smoke_proximity,visibility_impact,time_since_awareness,primary_factors
0,08:00,0,Isabella Rodriguez,low,0.04000000000000001,safe,12,,normal,,
0,08:00,1,Klaus Mueller,low,0.06,safe,40,,normal,,
1,08:00,0,Isabella Rodriguez,low,0.04000000000000001,safe,12,,normal,,
1,08:00,1,Klaus Mueller,low,0.06,safe,40,,normal,,
2,08:01,0,Isabella Rodriguez,low,0.04000000000000001,safe,12,,normal,,
2,08:01,1,Klaus Mueller,low,0.06,safe,40,,normal,,
3,08:02,0,Isabella Rodriguez,low,0.04000000000000001,safe,12,,normal,,
3,08:02,1,Klaus Mueller,low,0.06,safe,40,,normal,,
4,08:02,0,Isabella Rodriguez,low,0.04000000000000001,safe,12,,normal,,
4,08:02,1,Klaus Mueller,low,0.06,safe,40,,normal,,
5,08:03,0,Isabella Rodriguez,low,0.04000000000000001,safe,12,,normal,,
5,08:03,1,Klaus Mueller,low,0.06,safe,40,,normal,,
6,08:04,0,Isabella Rodriguez,low,0.08000000000000002,safe,12,,normal,,
6,08:04,1,Klaus Mueller,low,0.12,safe,40,,normal,,
7,08:04,0,Isabella Rodriguez,low,0.08000000000000002,safe,12,,normal,,
7,08:04,1,Klaus Mueller,low,0.12,safe,40,,normal,,
8,08:05,0,Isabella Rodriguez,low,0.08000000000000002,safe,12,,normal,,
8,08:05,1,Klaus Mueller,low,0.12,safe,40,,normal,,
9,08:06,0,Isabella Rodriguez,low,0.08000000000000002,safe,12,,normal,,
9,08:06,1,Klaus Mueller,low,0.12,safe,40,,normal,,
10,08:06,0,Isabella Rodriguez,low,0.08000000000000002,safe,12,,normal,,
10,08:06,1,Klaus Mueller,low,0.12,safe,40,,normal,,
11,08:07,0,Isabella Rodriguez,low,0.16000000000000003,safe,11,12,normal,,
11,08:07,1,Klaus Mueller,low,0.24,safe,38,39,normal,,
12,08:08,0,Isabella Rodriguez,low,0.16000000000000003,safe,12,12,normal,,
12,08:08,1,Klaus Mueller,low,0.24,safe,38,38,normal,,
13,08:08,0,Isabella Rodriguez,low,0.16000000000000003,safe,11,11,normal,,
13,08:08,1,Klaus Mueller,low,0.24,safe,38,38,normal,,
14,08:09,0,Isabella Rodriguez,low,0.16000000000000003,safe,12,11,normal,,
14,08:09,1,Klaus Mueller,low,0.24,safe,38,37,normal,,
15,08:10,0,Isabella Rodriguez,low,0.16000000000000003,safe,13,11,normal,,
15,08:10,1,Klaus Mueller,low,0.24,safe,38,36,normal,,
16,08:10,0,Isabella Rodriguez,low,0.16000000000000003,safe,14,12,normal,,
16,08:10,1,Klaus Mueller,low,0.24,safe,38,36,normal,,
17,08:11,0,Isabella Rodriguez,low,0.16000000000000003,safe,14,13,normal,,
17,08:11,1,Klaus Mueller,low,0.24,safe,37,36,normal,,
18,08:12,0,Isabella Rodriguez,low,0.16000000000000003,safe,15,14,normal,,
18,08:12,1,Klaus Mueller,low,0.24,safe,37,36,normal,,
19,08:12,0,Isabella Rodriguez,low,0.16000000000000003,safe,15,15,normal,,
19,08:12,1,Klaus Mueller,low,0.24,safe,36,36,normal,,
20,08:13,0,Isabella Rodriguez,low,0.16000000000000003,safe,16,16,normal,,
20,08:13,1,Klaus Mueller,low,0.24,safe,36,36,normal,,
21,08:14,0,Isabella Rodriguez,low,0.2,safe,17,15,normal,,
21,08:14,1,Klaus Mueller,medium,0.3,at_risk,36,34,normal,,
22,08:14,0,Isabella Rodriguez,low,0.2,safe,18,16,normal,,
22,08:14,1,Klaus Mueller,medium,0.3,at_risk,36,34,normal,,
23,08:15,0,Isabella Rodriguez,low,0.2,safe,19,17,normal,,
23,08:15,1,Klaus Mueller,medium,0.3,at_risk,36,34,normal,,
24,08:16,0,Isabella Rodriguez,low,0.2,safe,20,18,normal,,
24,08:16,1,Klaus Mueller,medium,0.3,at_risk,36,34,normal,,
25,08:16,0,Isabella Rodriguez,low,0.2,safe,21,19,normal,,
25,08:16,1,Klaus Mueller,medium,0.3,at_risk,36,34,normal,,
26,08:17,0,Isabella Rodriguez,low,0.2,safe,21,20,normal,,
26,08:17,1,Klaus Mueller,medium,0.3,at_risk,35,34,normal,,
27,08:18,0,Isabella Rodriguez,low,0.2,safe,20,20,normal,,
27,08:18,1,Klaus Mueller,medium,0.3,at_risk,34,34,normal,,
28,08:18,0,Isabella Rodriguez,low,0.2,safe,20,20,normal,,
28,08:18,1,Klaus Mueller,medium,0.3,at_risk,34,34,normal,,
29,08:19,0,Isabella Rodriguez,low,0.2,safe,20,20,normal,,
29,08:19,1,Klaus Mueller,medium,0.3,at_risk,34,34,normal,,
